,trimer_smiles,smiles_monomer,job_hash,md_density_trimer,md_rg_trimer,md_rg_trimer_norm,md_hov_trimer,md_hov_trimer_norm,md_heat_capacity_liquid,md_heat_capacity_liquid_norm,md_heat_capacity_gas,md_heat_capacity_gas_norm,md_excess_heat_capacity_trimer,md_avg_max_heavy_atom_dist,md_avg_max_heavy_atom_dist_norm,md_avg_variance,md_avg_auc_fit_at_zero_cross,md_average_lifetime_ps,total_bonds_analyzed,md_avg_hbonds_per_frame,md_avg_hbonds_per_frame_norm,rdf_Br-Br,rdf_Br-C,rdf_Br-O,rdf_C-C,rdf_C-Cl,rdf_C-F,rdf_C-N,rdf_C-O,rdf_C-P,rdf_C-S,rdf_Cl-Cl,rdf_Cl-N,rdf_Cl-O,rdf_F-F,rdf_F-N,rdf_F-O,rdf_N-N,rdf_N-O,rdf_N-P,rdf_N-S,rdf_O-O,rdf_O-P,rdf_O-S,rdf_S-S,trimer_MW,trimer_num_atoms,replicate_structure,distribution,smiles_polymer,mechanism
14,Nc1ccc(Oc2cccc(Oc3ccc(NNc4ccc(Oc5cccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(Oc%10ccc(N%11C(=O)c%12ccc(Oc%13ccc%14c(c%13)C(=O)N(c%13ccc(Oc%15ccc(Oc%16ccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Oc%20cccc(Oc%21ccc(NC(=O)c%22ccc%23c(c%22)C(=O)N(c%22ccc(Oc%24ccc(Oc%25ccc(N%26C(=O)c%27ccc(Oc%28ccc%29c(c%28)C(=O)N(c%28ccc(Oc%30ccc(Oc%31ccc(N%32C(=O)c%33ccc(C(=O)C(=O)c%34ccc%35c(c%34)C(=O)N(c%34ccc(Oc%36ccc(Oc%37ccc(N%38C(=O)c%39ccc(Oc%40ccc%41c(c%40)C(=O)N(c%40ccc(Oc%42ccc(Oc%43ccc(N%44C(=O)c%45ccc(C(=O)O)cc%45C%44=O)cc%43C(F)(F)F)cc%42)c(C(F)(F)F)c%40)C%41=O)cc%39C%38=O)cc%37C(F)(F)F)cc%36)c(C(F)(F)F)c%34)C%35=O)cc%33C%32=O)cc%31C(F)(F)F)cc%30)c(C(F)(F)F)c%28)C%29=O)cc%27C%26=O)cc%25C(F)(F)F)cc%24)c(C(F)(F)F)c%22)C%23=O)cc%21)c%20)cc%19)cc%18C%17=O)cc%16C(F)(F)F)cc%15)c(C(F)(F)F)c%13)C%14=O)cc%12C%11=O)cc%10C(F)(F)F)cc9)c(C(F)(F)F)c7)C8=O)cc6)c5)cc4)cc3)c2)cc1,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(Oc%10ccc(N%11C(=O)c%12ccc(C(=O)O)cc%12C%11=O)cc%10C(F)(F)F)cc9)c(C(F)(F)F)c7)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,c32ccea4cc7b62ad23b734eb74ffc85a,1.330204,16.057999999999968,0.0420366492146596,205.465832,0.5378686701570681,3.8985279999999727,0.0102055706806282,2.9820809999999978,0.0078064947643979,0.916447,51.7903,0.1355767015706806,115843.2,6.004875,12.01,124632.0,7.489999999999986,0.0196073298429319,,,,0.455845,,0.770194,0.478469,0.681655,,,,,,1.085643,0.67293,0.986178,0.505542,0.675854,,,0.884045,,,,5220.828912640002,382,0,,Nc1ccc(Oc2cccc(Oc3ccc(NNc4ccc(Oc5cccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(Oc%10ccc(N%11C(=O)c%12ccc(Oc%13ccc%14c(c%13)C(=O)N(c%13ccc(Oc%15ccc(Oc%16ccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Oc%20cccc(Oc%21ccc(NC(=O)c%22ccc%23c(c%22)C(=O)N(c%22ccc(Oc%24ccc(Oc%25ccc(N%26C(=O)c%27ccc(Oc%28ccc%29c(c%28)C(=O)N(c%28ccc(Oc%30ccc(Oc%31ccc(N%32C(=O)c%33ccc(C(=O)C(=O)c%34ccc%35c(c%34)C(=O)N(c%34ccc(Oc%36ccc(Oc%37ccc(N%38C(=O)c%39ccc(Oc%40ccc%41c(c%40)C(=O)N(c%40ccc(Oc%42ccc(Oc%43ccc(N%44C(=O)c%45ccc(C(=O)O)cc%45C%44=O)cc%43C(F)(F)F)cc%42)c(C(F)(F)F)c%40)C%41=O)cc%39C%38=O)cc%37C(F)(F)F)cc%36)c(C(F)(F)F)c%34)C%35=O)cc%33C%32=O)cc%31C(F)(F)F)cc%30)c(C(F)(F)F)c%28)C%29=O)cc%27C%26=O)cc%25C(F)(F)F)cc%24)c(C(F)(F)F)c%22)C%23=O)cc%21)c%20)cc%19)cc%18C%17=O)cc%16C(F)(F)F)cc%15)c(C(F)(F)F)c%13)C%14=O)cc%12C%11=O)cc%10C(F)(F)F)cc9)c(C(F)(F)F)c7)C8=O)cc6)c5)cc4)cc3)c2)cc1,todo
15,CC(C)(C)c1cc(C(=O)Nc2ccc(N(c3ccc(NNc4ccc(N(c5ccc(N)cc5)c5ccc(OC[C@]67C[C@H]8C[C@H](C[C@H](C8)C6)C7)cc5)cc4)cc3)c3ccc(OC[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3)cc2)cc(C(=O)Nc2ccc(N(c3ccc(NC(=O)c4cc(C(=O)C(=O)c5cc(C(=O)O)cc(C(C)(C)C)c5)cc(C(C)(C)C)c4)cc3)c3ccc(OC[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3)cc2)c1,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1.Nc1ccc(N(c2ccc(N)cc2)c2ccc(OCC34CC5CC(CC(C5)C3)C4)cc2)cc1,bd52840387a7f42bf2d1aa579b32bf76,1.112967,8.819699999999987,0.0621105633802816,124.409787,0.8761252605633802,1.659251999999997,0.0116848732394366,1.4252439999999873,0.0100369295774647,0.234008,29.86539999999999,0.2103197183098591,140721.4,4.961875,12.95,108255.0,7.009999999999987,0.0493661971830985,,,,0.345538,,,0.41015,0.731724,,,,,,,,,0.460017,0.869794,,,1.355857,,,,1894.001891392,142,0,,CC(C)(C)c1cc(C(=O)Nc2ccc(N(c3ccc(NNc4ccc(N(c5ccc(N)cc5)c5ccc(OC[C@]67C[C@H]8C[C@H](C[C@H](C8)C6)C7)cc5)cc4)cc3)c3ccc(OC[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3)cc2)cc(C(=O)Nc2ccc(N(c3ccc(NC(=O)c4cc(C(=O)C(=O)c5cc(C(=O)O)cc(C(C)(C)C)c5)cc(C(C)(C)C)c4)cc3)c3ccc(OC[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3)cc2)c1,todo
16,Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(NNc5cccc(Oc6ccc(C(=O)c7ccc(Oc8cccc(NC(=O)c9ccc(C(=O)Nc%10cccc(Oc%11ccc(C(=O)c%12ccc(Oc%13cccc(NC(=O)c%14ccc(C(=O)C(=O)c%15ccc(C(=O)O)cn%15)cn%14)c%13)cc%12)cc%11)c%10)cn9)c8)cc7)cc6)c5)c4)cc3)cc2)c1,O=C(O)c1ccc(C(=O)O)nc1.Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,ad58c5af6724a2ade887a73b3ecfac2b,1.254284,7.7669,0.0641892561983471,91.981216,0.7601753388429753,1.2247509999999888,0.010121909090909,1.0251779999999933,0.0084725454545454,0.199573,25.5177,0.2108900826446281,127132.7,5.172618,12.8,277094.0,17.73999999999999,0.1466115702479338,,,,0.486537,,,0.587181,0.728527,,,,,,,,,0.672499,0.851228,,,0.978769,,,,1599.4549269999995,121,0,,Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(NNc5cccc(Oc6ccc(C(=O)c7ccc(Oc8cccc(NC(=O)c9ccc(C(=O)Nc%10cccc(Oc%11ccc(C(=O)c%12ccc(Oc%13cccc(NC(=O)c%14ccc(C(=O)C(=O)c%15ccc(C(=O)O)cn%15)cn%14)c%13)cc%12)cc%11)c%10)cn9)c8)cc7)cc6)c5)c4)cc3)cc2)c1,todo
17,Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4c(C)cc(C)c(C(=O)c6cccc(N7C(=O)c8ccc(Oc9ccc%10c(c9)C(=O)N(c9c(C)cc(C)c(C(=O)c%11cccc(N%12C(=O)c%13ccc(Oc%14ccc%15c(c%14)C(=O)OC%15=O)cc%13C%12=O)c%11)c9C)C%10=O)cc8C7=O)c6)c4C)C5=O)cc3C2=O)c(C)c1C(=O)c1cccc(N)c1,Cc1cc(C)c(C(=O)c2cccc(N)c2)c(C)c1N.O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,4ea7b7dbd48c7233cb10088498493230,1.210304,10.565099999999994,0.0873148760330578,107.014984,0.8844213553719008,1.0349039999999987,0.0085529256198347,0.9988569999999976,0.0082550165289256,0.036047,33.3624,0.2757223140495868,117735.7,5.219718,12.86,264195.0,16.989999999999995,0.1404132231404958,,,,0.510054,,,0.437652,0.864086,,,,,,,,,0.34358,0.672838,,,1.115289,,,,1602.4069737639993,121,0,,Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4c(C)cc(C)c(C(=O)c6cccc(N7C(=O)c8ccc(Oc9ccc%10c(c9)C(=O)N(c9c(C)cc(C)c(C(=O)c%11cccc(N%12C(=O)c%13ccc(Oc%14ccc%15c(c%14)C(=O)OC%15=O)cc%13C%12=O)c%11)c9C)C%10=O)cc8C7=O)c6)c4C)C5=O)cc3C2=O)c(C)c1C(=O)c1cccc(N)c1,todo
18,C=CCCCCC(=C)C(=C)C=C,C=CC=C,f01ca8548be35c8fd7a78ece6f3c2c82,0.826683,3.2405,0.2700416666666667,17.303671,1.4419725833333334,0.1708539999999996,0.0142378333333333,0.1334279999999988,0.0111189999999999,0.037426,10.8829,0.9069083333333332,83407.77,4.725388,0.0,0.0,0.0,0.0,,,,0.632249,,,,,,,,,,,,,,,,,,,,,162.140850576,12,0,,C=CCCCCC(=C)C(=C)C=C,todo
19,O=C(O)CCc1ccc(OCCOOCCOc2ccc(CCC(=O)C(=O)CCc3ccc(OCCO)cc3)cc2)cc1,O=C(O)CCc1ccc(OCCO)cc1,86e261f506f2e82db39831a31dd7fc4b,1.20855,6.149899999999999,0.1430209302325581,60.94627899999999,1.417355325581395,0.6383669999999995,0.0148457441860465,0.4581089999999997,0.0106536976744186,0.180258,19.2906,0.4486186046511628,136146.5,5.115404,25.46,416109.0,52.96,1.2316279069767442,,,,0.614,,,,0.872655,,,,,,,,,,,,,1.186643,,,,594.2464974159999,43,0,,O=C(O)CCc1ccc(OCCOOCCOc2ccc(CCC(=O)C(=O)CCc3ccc(OCCO)cc3)cc2)cc1,todo
20,O=C(O)c1ccc(C(=O)C(=O)c2ccc(C(=O)OCCCCCCCCCOC(=O)c3ccc(C(=O)OCCCCCCCCCOOCCCCCCCCCO)cc3)cc2)cc1,OCCCCCCCCCO.O=C(O)c1ccc(C(=O)O)cc1,b59fb5ef07cd6602ab9a237dedf754db,1.11285,7.1099,0.1110921875,75.538532,1.1802895625,1.044171,0.016315171875,0.730002,0.01140628125,0.314168,22.4068,0.35010625,132776.0,4.954599,22.11,229850.0,25.41,0.39703125,,,,0.530418,,,,0.739558,,,,,,,,,,,,,0.86644,,,,888.4659922359999,64,0,,O=C(O)c1ccc(C(=O)C(=O)c2ccc(C(=O)OCCCCCCCCCOC(=O)c3ccc(C(=O)OCCCCCCCCCOOCCCCCCCCCO)cc3)cc2)cc1,todo
21,C[C@H](c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([C@H](C)c6ccc(N7C(=O)c8ccc(C(c9ccc%10c(c9)C(=O)OC%10=O)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([C@@H](C)c6ccc(N)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,CC(c1ccc(N)cc1)c1ccc(N)cc1.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,6be8d02925d5d15b694ce8161399db6d,1.289698,8.886599999999996,0.0653426470588235,109.636748,0.8061525588235294,1.1983759999999977,0.0088115882352941,1.0543379999999936,0.0077524852941176,0.144039,26.13849999999999,0.1921948529411764,109821.6,6.030494,12.48,204605.0,12.759999999999998,0.0938235294117647,,,,0.38157,,0.690613,0.446475,0.828411,,,,,,0.636085,0.840214,1.284875,0.519532,0.788225,,,1.16935,,,,1878.361793812,136,0,,C[C@H](c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([C@H](C)c6ccc(N7C(=O)c8ccc(C(c9ccc%10c(c9)C(=O)OC%10=O)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([C@@H](C)c6ccc(N)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,todo
22,CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCOOCCc2nc(-c3ccccc3OCCCC)nc(CCOC(=O)CCCC(=O)OCCc3nc(-c4ccccc4OCCCC)nc(CCOC(=O)CCCC(=O)C(=O)CCCC(=O)Cl)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)n1,O=C(Cl)CCCC(=O)Cl.CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCO)n1,98f61b3a12c05cd87e0d8811f6b5a54c,1.175472,6.962399999999992,0.0605426086956521,100.411619,0.8731445130434783,1.6796829999999905,0.0146059391304347,1.2085309999999996,0.0105089652173913,0.471152,23.154899999999994,0.2013469565217391,136125.4,5.99364,23.11,15797.0,1.829999999999992,0.0159130434782608,,,,0.419402,1.023287,,0.287795,0.530853,,,0.898819,0.923084,1.187294,,,,0.006934,0.258546,,,0.675705,,,,1590.7017381359994,115,0,,CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCOOCCc2nc(-c3ccccc3OCCCC)nc(CCOC(=O)CCCC(=O)OCCc3nc(-c4ccccc4OCCCC)nc(CCOC(=O)CCCC(=O)C(=O)CCCC(=O)Cl)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)n1,todo
23,O=C(Cl)c1ccc(C(=O)C(=O)c2ccc(C(=O)O[C@@H]3CO[C@@H]4[C@H]3OC[C@H]4OC(=O)c3ccc(C(=O)O[C@@H]4CO[C@@H]5[C@H]4OC[C@H]5OO[C@@H]4CO[C@@H]5[C@H]4OC[C@@H]5O)cc3)cc2)cc1,OC1COC2C(O)COC12.O=C(Cl)c1ccc(C(=O)Cl)cc1,d16ca2e95708e81a30935a7946d04b17,1.364607,5.858899999999997,0.0960475409836065,91.731096,1.5037884590163932,0.6473009999999947,0.0106114918032786,0.5200429999999993,0.0085252950819672,0.127259,17.7896,0.2916327868852459,143017.3,5.186727,18.58,121225.0,11.259999999999998,0.1845901639344262,,,,0.486563,1.012195,,,0.706787,,,2.1002,,1.245323,,,,,,,,0.954193,,,,864.1668420240001,61,0,,O=C(Cl)c1ccc(C(=O)C(=O)c2ccc(C(=O)O[C@@H]3CO[C@@H]4[C@H]3OC[C@H]4OC(=O)c3ccc(C(=O)O[C@@H]4CO[C@@H]5[C@H]4OC[C@H]5OO[C@@H]4CO[C@@H]5[C@H]4OC[C@@H]5O)cc3)cc2)cc1,todo
24,O=C=NCCCCNC(=O)OCCCOC(=O)NCCCCNC(=O)OCCCOC(=O)NCCCCNC(=O)OCCCO,OCCCO.O=C=NCCCCN=C=O,3d4e3a1fe635ad8db611c9071b7033b2,1.206251,5.867899999999996,0.1303977777777777,61.695087,1.3710019333333334,0.8265029999999985,0.0183667333333333,0.568467999999999,0.0126326222222222,0.258035,18.274899999999995,0.4061088888888888,144398.1,4.747459,17.47,489954.0,42.8,0.951111111111111,,,,0.625428,,,0.676005,0.906586,,,,,,,,,0.688423,0.890082,,,0.854555,,,,648.3330209760001,45,0,,O=C=NCCCCNC(=O)OCCCOC(=O)NCCCCNC(=O)OCCCOC(=O)NCCCCNC(=O)OCCCO,todo
25,C=C(C[C@H](CCc1ccncc1)c1ccncc1)c1ccncc1,C=Cc1ccncc1,75a654838c87a7402c823ba4e5a98196,1.109835,3.9219999999999984,0.1634166666666666,40.36366600000001,1.681819416666667,0.2595109999999991,0.0108129583333333,0.2240979999999984,0.0093374166666666,0.035414,11.6168,0.4840333333333333,127363.7,4.863467,0.0,0.0,0.0,0.0,,,,0.637738,,,0.922755,,,,,,,,,,1.261762,,,,,,,,315.17354767200004,24,0,,C=C(C[C@H](CCc1ccncc1)c1ccncc1)c1ccncc1,todo
26,Nc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6cccc(C(=O)Nc8cccc(NC(=O)c9cccc(N%10C(=O)c%11ccc(-c%12ccc%13c(c%12)C(=O)N(c%12cccc(C(=O)Nc%14cccc(NC(=O)c%15cccc(N%16C(=O)c%17ccc(-c%18ccc%19c(c%18)C(=O)OC%19=O)cc%17C%16=O)c%15)c%14)c%12)C%13=O)cc%11C%10=O)c9)c8)c6)C7=O)cc5C4=O)c3)c2)c1,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(N)c3)c2)c1,e0dc660890cfc2b3f7fe586e053e23cc,1.297356,12.155699999999994,0.0874510791366906,129.29585499999996,0.9301860071942444,1.1532969999999916,0.0082971007194244,1.1852819999999964,0.0085272086330935,,37.7623,0.2716712230215827,128012.2,5.966448,13.09,259836.0,17.0,0.1223021582733813,,,,0.6882,,,0.690519,1.029316,,,,,,,,,0.629696,0.951178,,,1.187608,,,,1830.425417763999,139,0,,Nc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6cccc(C(=O)Nc8cccc(NC(=O)c9cccc(N%10C(=O)c%11ccc(-c%12ccc%13c(c%12)C(=O)N(c%12cccc(C(=O)Nc%14cccc(NC(=O)c%15cccc(N%16C(=O)c%17ccc(-c%18ccc%19c(c%18)C(=O)OC%19=O)cc%17C%16=O)c%15)c%14)c%12)C%13=O)cc%11C%10=O)c9)c8)c6)C7=O)cc5C4=O)c3)c2)c1,todo
27,Nc1cc(NNc2cc(NC(=O)c3ccc(-c4ccc(C(=O)Nc5cc(NC(=O)c6ccc(-c7ccc(C(=O)C(=O)c8ccc(-c9ccc(C(=O)O)cc9)cc8)cc7)cc6)cc(C(=O)CCNC(=O)/C=C/c6ccccc6)c5)cc4)cc3)cc(C(=O)CCNC(=O)/C=C/c3ccccc3)c2)cc(C(=O)CCNC(=O)/C=C/c2ccccc2)c1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1.Nc1cc(N)cc(C(=O)CCNC(=O)C=Cc2ccccc2)c1,a21ffd0dd2003f3e0137d139cd37ea58,1.222319,9.093099999999998,0.0770601694915254,115.430882,0.978227813559322,1.1111189999999993,0.0094162627118644,1.060421999999992,0.008986627118644,0.050696,29.885399999999997,0.2532661016949152,128057.5,5.706592,13.99,292778.0,20.48,0.1735593220338983,,,,0.524953,,,0.589007,0.891159,,,,,,,,,0.710504,1.038619,,,1.120691,,,,1563.5640835239997,118,0,,Nc1cc(NNc2cc(NC(=O)c3ccc(-c4ccc(C(=O)Nc5cc(NC(=O)c6ccc(-c7ccc(C(=O)C(=O)c8ccc(-c9ccc(C(=O)O)cc9)cc8)cc7)cc6)cc(C(=O)CCNC(=O)/C=C/c6ccccc6)c5)cc4)cc3)cc(C(=O)CCNC(=O)/C=C/c3ccccc3)c2)cc(C(=O)CCNC(=O)/C=C/c2ccccc2)c1,todo
28,Cc1cc(C)c(COc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(OCc7c(C)cc(C)c(COc8ccc(N9C(=O)c%10ccc(C(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(OCc%13c(C)cc(C)c(COc%14ccc(N%15C(=O)c%16ccc(C(=O)c%17ccc%18c(c%17)C(=O)OC%18=O)cc%16C%15=O)cc%14)c%13C)cc%11)C%12=O)cc%10C9=O)cc8)c7C)cc5)C6=O)cc4C3=O)cc2)c(C)c1COc1ccc(N)cc1,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O.Cc1cc(C)c(COc2ccc(N)cc2)c(C)c1COc1ccc(N)cc1,b97466eaef0332cf7588a321dd2f1612,1.220574,10.837199999999996,0.0732243243243243,143.547353,0.9699145472972972,1.7681729999999902,0.0119471148648648,1.269323999999998,0.0085765135135135,0.498849,33.98709999999999,0.2296425675675675,128784.3,5.591841,12.84,137453.0,8.819999999999986,0.0595945945945945,,,,0.579531,,,0.59301,0.788177,,,,,,,,,0.629144,0.780679,,,0.967505,,,,1962.579518391999,148,0,,Cc1cc(C)c(COc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(OCc7c(C)cc(C)c(COc8ccc(N9C(=O)c%10ccc(C(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(OCc%13c(C)cc(C)c(COc%14ccc(N%15C(=O)c%16ccc(C(=O)c%17ccc%18c(c%17)C(=O)OC%18=O)cc%16C%15=O)cc%14)c%13C)cc%11)C%12=O)cc%10C9=O)cc8)c7C)cc5)C6=O)cc4C3=O)cc2)c(C)c1COc1ccc(N)cc1,todo
29,C=C(C[C@H](CCC(=O)OCCCCCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCCCC,C=CC(=O)OCCCCCCCCCCCCCCCCCC,d5979e683cbf8c4a460c9c08a1f1f2b7,0.903498,10.0814,0.1461072463768116,74.548822,1.0804177101449275,1.2912709999999987,0.0187140724637681,1.038959999999998,0.0150573913043478,0.252311,34.4277,0.4989521739130435,127821.0,5.51366,0.0,0.0,0.0,0.0,,,,0.441238,,,,0.624951,,,,,,,,,,,,,0.819874,,,,972.90849156,69,0,,C=C(C[C@H](CCC(=O)OCCCCCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCCCC,todo
30,O=C(Oc1ccc(C(=C(Cl)Cl)c2ccc(OOc3ccc(C(=C(Cl)Cl)c4ccc(O)cc4)cc3)cc2)cc1)Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(=O)C(=O)Cl)cc2)cc1,O=C(Cl)Cl.Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,412cda2307d125397eb11d5e4ebe8fd7,1.411812,7.782899999999998,0.1275885245901639,72.99495,1.196638524590164,0.6053889999999955,0.0099244098360655,0.4877979999999961,0.0079966885245901,0.117591,22.4873,0.3686442622950819,96841.06,6.003187,15.69,246070.0,19.3,0.3163934426229508,,,,0.536969,0.948999,,,0.854224,,,1.528097,,1.482973,,,,,,,,1.17987,,,,953.93182614,61,0,,O=C(Oc1ccc(C(=C(Cl)Cl)c2ccc(OOc3ccc(C(=C(Cl)Cl)c4ccc(O)cc4)cc3)cc2)cc1)Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(=O)C(=O)Cl)cc2)cc1,todo
31,Nc1cccc(NNc2cccc(NC(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(C(=O)Nc8cccc(NC(=O)c9ccc(Oc%10ccc(C%11(c%12ccc(Oc%13ccc(C(=O)C(=O)c%14ccc(Oc%15ccc(C%16(c%17ccc(Oc%18ccc(C(=O)O)cc%18)cc%17)c%17ccccc%17Oc%17ccccc%17%16)cc%15)cc%14)cc%13)cc%12)c%12ccccc%12Oc%12ccccc%12%11)cc%10)cc9)c8)cc7)cc6)c6ccccc6Oc6ccccc65)cc4)cc3)c2)c1,Nc1cccc(N)c1.O=C(O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(C(=O)O)cc5)cc4)c4ccccc4Oc4ccccc43)cc2)cc1,29b0373c588f3adfcb7a839af1ded828,1.197508,9.410399999999996,0.0599388535031847,105.430523,0.6715319936305733,1.4079429999999848,0.0089677898089171,1.373432999999993,0.0087479808917197,0.03451,30.8076,0.1962267515923567,124912.5,4.936753,14.09,144420.0,10.18,0.0648407643312102,,,,0.445093,,,0.665516,0.688142,,,,,,,,,0.799562,0.898783,,,0.935841,,,,2052.656980864,157,0,,Nc1cccc(NNc2cccc(NC(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(C(=O)Nc8cccc(NC(=O)c9ccc(Oc%10ccc(C%11(c%12ccc(Oc%13ccc(C(=O)C(=O)c%14ccc(Oc%15ccc(C%16(c%17ccc(Oc%18ccc(C(=O)O)cc%18)cc%17)c%17ccccc%17Oc%17ccccc%17%16)cc%15)cc%14)cc%13)cc%12)c%12ccccc%12Oc%12ccccc%12%11)cc%10)cc9)c8)cc7)cc6)c6ccccc6Oc6ccccc65)cc4)cc3)c2)c1,todo
32,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO.O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl,4b100989be2e6c7d523e8017167130b1,1.758312,7.6558999999999955,0.0789268041237113,55.683345,0.5740551030927835,0.9912769999999982,0.0102193505154639,0.6814529999999985,0.0070252886597938,0.309824,23.4453,0.2417041237113402,101359.5,5.460633,12.48,330798.0,20.639999999999997,0.2127835051546391,,,,0.104446,0.694577,0.482337,,0.533022,,,1.667682,,1.063402,0.775577,,0.747515,,,,,0.860692,,,,1583.9329080959997,97,0,,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,todo
